8796094254216|1347528965756|46.22.37.183|Chrome|About Enrique Iglesias, he best selling Spanish language artists of all time.|77|8796093030025|50|-1|8796094254213|1761
8796098731085|1347528968773|23.12.100.67|Firefox|roflol|6|32985348848485|57|8796098731078|-1|
8796122147617|1347528975328|46.254.8.221|Internet Explorer|ok|2|26388279108701|101|8796122147615|-1|
8796098592945|1347528982809|27.100.13.66|Firefox|roflol|6|54431|0|-1|8796098592937|
8796103123162|1347528983515|115.84.170.244|Firefox|About Cristiano Ronaldo, every 70.7 minutes. The newspaAbout Bing Crosby, and craftsmansh|89|19791209337695|55|-1|8796103123160|1590;2824;5113
8796098285352|1347528984118|124.217.71.131|Chrome|About Ronald Reagan, Eureka College, earning a Bachelor of Arts deAbout Dutch Republic, e|89|30786325631348|55|-1|8796098285346|2780;11679
8796099879444|1347528984874|50.72.73.23|Internet Explorer|About Arnold Schwarzenegger, cting career and more recently the GovAbout T|74|32985348873687|66|8796099879435|-1|140;6353
8796112471431|1347528985416|186.113.105.79|Chrome|About Henry Kissinger, . During this period, About Ruhollah Khomeini, ly referred to |85|21990232605836|70|8796112471429|-1|794;1154;11146;11650
8796122686269|1347528988519|204.79.200.201|Internet Explorer|LOL|3|13194139597437|50|8796122686267|-1|
8796131097412|1347528990848|49.236.206.214|Internet Explorer|LOL|3|19791209303632|85|-1|8796131097404|
8796095471064|1347528991648|27.0.60.238|Chrome|About Rod Stewart, p 100 Greatest SiAbout My Sharona, ned for six weeksAbout Fields |84|8796093031885|0|-1|8796095471059|2006;7244;7284;7603;11173
8796112471444|1347528995708|27.119.204.151|Firefox|thx|3|19669|98|-1|8796112471431|
8796115195847|1347528997603|190.2.90.137|Internet Explorer|great|5|21990232599332|69|-1|8796115195844|
8796099294294|1347528999849|112.109.20.64|Chrome|About Redemption Song,  recorded performance remains the takeAbout The Surr|75|28587302334623|51|-1|8796099294293|9478;15072
8796110941128|1347529002935|41.78.30.20|Chrome|good|4|15393162804127|97|-1|8796110941127|
8796133392576|1347529008639|196.203.58.155|Internet Explorer|LOL|3|13194139592412|104|-1|8796133392571|
8796133336065|1347529017384|49.156.26.16|Internet Explorer|maybe|5|30786325637892|62|-1|8796133336064|
8796102707617|1347529020415|120.136.24.122|Firefox|ok|2|21990232560143|67|8796102707609|-1|
8796112290458|1347529020514|110.232.191.122|Internet Explorer|About Henry the Navigator, Henry is regarded as the patron of Portuguese exploration. In CróAbout James II of England, r, the te|128|10995116291080|54|8796112290455|-1|1606;1999
8796131373095|1347529020516|200.11.32.8|Chrome|no way!|7|6597069818311|91|8796131373093|-1|
8796093672297|1347529021908|41.190.228.121|Internet Explorer|no|2|24189255883164|90|-1|8796093672296|
8796114328475|1347529028717|103.1.197.210|Firefox|About TP-2.com, ix of the party anthem, Fiesta, which featured Jay-Z. The latter du|83|15393162820615|0|-1|8796114328468|10961
8796096466784|1347529032324|42.112.247.143|Safari|fine|4|19791209337295|58|8796096466780|-1|
8796096718684|1347529032373|165.182.215.1|Firefox|thanks|6|36554|69|-1|8796096718681|
8796123643150|1347529039059|46.253.32.106|Opera|I see|5|6597069813372|99|8796123643145|-1|
8796097851101|1347529048760|186.130.51.123|Internet Explorer|thanks|6|30786325593056|61|-1|8796097851100|
8796111558552|1347529057288|31.210.232.207|Internet Explorer|maybe|5|17592186112616|107|-1|8796111558548|
8796111552382|1347529057707|27.125.201.178|Internet Explorer|fine|4|10995116322501|0|8796111552378|-1|
8796128734245|1347529059473|27.34.247.160|Chrome|About Ashoka,  as Ashoka the Great, was an IndAbout Colombia,  coastlines. Ecologically, ColomAbout Off the Deep End, nkovic, |126|15393162854000|0|8796128734235|-1|1033;5057;7206;11273
8796095470982|1347529064390|1.4.5.51|Firefox|About George Bernard Shaw, es. For a About Reba McEntire, ates and mAbout |74|17592186099415|1|-1|8796095470968|1616;2947;6456;6651;7735;8069;9242;11104
8796133281640|1347529068337|77.26.163.176|Firefox|I see|5|17592186099014|99|-1|8796133281634|
8796125377777|1347529069669|1.2.90.206|Chrome|good|4|30786325592233|1|8796125377773|-1|
8796110827099|1347529083411|27.93.62.41|Internet Explorer|no way!|7|30786325627510|52|-1|8796110827083|
8796122842476|1347529086499|42.110.79.114|Chrome|no|2|32985348860172|0|8796122842470|-1|
8796095707761|1347529091174|41.76.139.21|Firefox|About Thomas Hardy, tional works, initially published as serAbout Svalbard,  a|78|26388279095721|73|-1|8796095707751|2120;12046
8796114813575|1347529091801|89.28.131.63|Safari|right|5|30786325627487|82|-1|8796114813570|
8796101358895|1347529092214|202.142.189.224|Internet Explorer|LOL|3|19791209364789|54|-1|8796101358888|
8796104575335|1347529095351|27.116.43.102|Internet Explorer|thx|3|2199023313959|52|8796104575331|-1|
8796120690194|1347529095593|61.11.60.4|Internet Explorer|About Adolf Hitler,  he turned to nationalist-oriented politicaAbout Get Born, io al|84|19791209339627|0|8796120690190|-1|138;6198
8796099874380|1347529099353|1.2.2.249|Firefox|yes|3|24189255872403|1|-1|8796099874373|
8796105120534|1347529099420|27.50.19.94|Firefox|About Trinidad and Tobago, lish speaking Caribbean. Its mission statement is to defend|86|13194139586449|51|8796105120532|-1|7505
8796096138130|1347529105180|41.190.239.32|Firefox|About José Ferrer, Vicente Ferrer de Otero y Cintrón (January 8, 1912 – J/abs This is the discography of American soul singer Otis Redding.About Baden, ometers |160|10995116341566|84|-1|8796096138117|1611;3059;11590
8796124354067|1347529108466|58.68.16.216|Chrome|fine|4|28587302341993|0|8796124354065|-1|
8796099836185|1347529108508|196.3.90.172|Firefox|ok|2|26388279076187|68|8796099836183|-1|
8796131128249|1347529109276|121.96.82.85|Firefox|About Turkey, attle or protuberance that hangs from the top of the beak—called a sn|83|8796093074786|55|-1|8796131128242|7581
8796108113076|1347529109904|1.95.211.5|Chrome|right|5|13194139582365|1|8796108113075|-1|
8796127192975|1347529110289|27.121.85.151|Internet Explorer|great|5|15393162850874|51|8796127192970|-1|
8796094725855|1347529112798|31.15.20.124|Chrome|I see|5|21990232614559|56|8796094725853|-1|
8796112786934|1347529114496|182.189.136.211|Internet Explorer|fine|4|10995116348425|54|8796112786932|-1|
8796094107743|1347529115997|58.2.210.125|Firefox|duh|3|41403|0|-1|8796094107742|
8796095929462|1347529116685|27.109.59.94|Internet Explorer|About Dutch Republic,  der Zeven Verenigde Provinciën) — was a republic in Europe ex|84|15393162810622|1|8796095929458|-1|11679
8796099875896|1347529116923|31.24.102.26|Chrome|About Robert Bourassa, Quebec, Canada. About Prince Philip, Duke of Edinburgh, ish royal t|90|28587302332407|50|-1|8796099875888|396;975;2091;2924;6124;6223
8796112242101|1347529118805|31.24.71.28|Chrome|About American Boy, ceton, New Jersey. It is one of only two bAbout ¿Dónde Estás C|82|24189255828651|101|-1|8796112242099|7233;13489
8796132440885|1347529120150|110.171.162.102|Firefox|thx|3|24189255854983|103|8796132440883|-1|
8796124155428|1347529120240|27.50.169.57|Firefox|LOL|3|13194139571364|1|-1|8796124155414|
8796095888857|1347529122276|27.115.50.50|Internet Explorer|thx|3|2199023302506|1|8796095888847|-1|
8796113228478|1347529123983|62.61.133.79|Firefox|duh|3|10995116331606|10|-1|8796113228470|
8796102852291|1347529126429|64.46.10.96|Firefox|I see|5|13194139598829|66|8796102852290|-1|
8796124318072|1347529130439|88.197.23.147|Chrome|ok|2|6597069807243|78|8796124318071|-1|
8796108822023|1347529137573|46.227.34.79|Chrome|duh|3|24189255819211|92|-1|8796108822013|
8796114843559|1347529140037|49.206.53.119|Internet Explorer|no way!|7|4398046527430|0|8796114843558|-1|
8796111502714|1347529143535|62.60.246.199|Opera|About Leander Paes,  the sports ambassador of Haryana. Paes coAbout Will Ferrell, n|83|13194139578801|80|8796111502707|-1|1031;3102
8796122349735|1347529145442|112.198.8.153|Chrome|maybe|5|17592186099442|55|8796122349731|-1|
8796098829611|1347529148307|202.123.246.164|Firefox|maybe|5|13194139594324|54|-1|8796098829608|
8796120690195|1347529149714|59.88.14.242|Firefox|About Adolf Hitler,  superiority of an Aryan race and an extAbout Bill Clinton,|79|8796093091395|0|-1|8796120690194|138;2779
8796126665743|1347529151899|197.255.187.20|Firefox|About William Lyon Mackenzie King,  he was a workaholic with a shrewd and Ab|76|15393162792543|73|8796126665742|-1|294;578
8796107552384|1347529154801|49.205.243.29|Chrome|About Turkey, domestic descendants. They are among the largest birds in their ranges. As in many galliAbout Jagged Little Thrill, e. However, it was not as successful as the g|175|15393162815571|0|8796107552382|-1|7581;10856
8796096802611|1347529157907|27.97.2.168|Internet Explorer|duh|3|4398046535730|0|-1|8796096802605|
8796107923180|1347529158732|14.102.172.76|Safari|no|2|28587302330973|0|8796107923177|-1|
8796101771088|1347529161081|103.2.145.155|Firefox|maybe|5|15393162830788|51|8796101771076|-1|
8796094254232|1347529164099|188.123.106.90|Firefox|roflol|6|32985348903205|42|-1|8796094254231|
8796097611279|1347529166373|86.101.18.56|Firefox|About Robert Bourassa, Canada. He served About Carole King, riter in 1961 at aAbout Cent|88|17592186113793|79|-1|8796097611274|396;7030;9259;9310;11652
8796094254221|1347529169505|204.79.128.167|Internet Explorer|yes|3|4398046569758|50|-1|8796094254216|
8796097621389|1347529169517|200.0.142.81|Chrome|roflol|6|30786325620571|91|-1|8796097621386|
8796132956095|1347529172617|1.1.5.7|Chrome|About Robert Bourassa, was a politician in Quebec, CanaAbout Alan Moore, e, The White Nile (1960) and TheAbout Armenia, sts g|125|17592186088208|1|8796132956083|-1|396;6987;9050;9322
8796107738457|1347529176172|1.23.225.89|Chrome|LOL|3|6597069773814|0|8796107738450|-1|
8796097571028|1347529179671|186.31.215.24|Internet Explorer|I see|5|5025|70|8796097571020|-1|
8796108752235|1347529183050|213.55.103.119|Chrome|no way!|7|13194139545214|76|-1|8796108752232|
8796100990099|1347529187658|27.59.176.240|Internet Explorer|About If You Really Love Me, board+s Easy Listening chart (#10). The song was among|83|24189255834343|0|-1|8796100990096|10641
8796122938203|1347529187982|31.47.41.109|Firefox|LOL|3|2199023269868|80|-1|8796122938195|
8796121923098|1347529193302|27.123.1.143|Internet Explorer|good|4|4398046544747|51|8796121923094|-1|
8796099127561|1347529198091|62.169.170.45|Firefox|thx|3|6597069782652|42|8796099127556|-1|
8796103661782|1347529198807|198.184.161.29|Firefox|About Timbaland, on Aaliyah+s 1996 album One in a Million andAbout Rush Limbaugh, ida,|86|17592186067372|49|8796103661775|-1|2865;3038
8796123884392|1347529199426|61.11.116.56|Chrome|no way!|7|15393162792856|0|8796123884378|-1|
8796105484733|1347529201932|192.207.200.153|Chrome|About Pliny the Elder, evailing windAbout Johnny Mercer, nger who recoAbout Francis |84|24189255869458|49|-1|8796105484729|1172;2874;2935;2999;6704;7004;11268
8796115455379|1347529202025|189.203.129.12|Chrome|cool|4|15393162794667|53|8796115455374|-1|
8796094059901|1347529203362|1.206.58.244|Firefox|fine|4|15393162794832|1|8796094059895|-1|
8796100381457|1347529210426|124.19.255.248|Internet Explorer|fine|4|21990232575294|55|8796100381446|-1|
