32985348879015|32985348885517|1347528969639
21990232616867|32985348858144|1347528993660
26388279084009|32985348840537|1347528995878
30786325639524|35184372110922|1347529048008
21990232585318|32985348877459|1347529063676
16327|35184372103877|1347529065027
32985348860469|32985348872577|1347529070689
24189255829782|32985348886084|1347529086328
10995116298450|32985348877044|1347529086679
6597069817820|32985348867607|1347529124070
30786325609303|32985348901765|1347529210553
30786325590349|32985348866137|1347529227777
30786325617353|32985348868829|1347529267982
19791209318158|32985348839821|1347529292845
2199023315740|32985348833467|1347529299287
10995116308111|32985348846954|1347529309006
44824|35184372136778|1347529312706
8796093036481|32985348897862|1347529347298
28587302383951|32985348867163|1347529353002
2199023267325|32985348905716|1347529376159
13194139594779|32985348878912|1347529403789
32985348868261|32985348878794|1347529435716
15393162838326|32985348885289|1347529462554
8796093054285|32985348835455|1347529463374
19791209302613|32985348899085|1347529475269
28587302379094|32985348877535|1347529480642
28587302382762|35184372144893|1347529488898
28587302338710|32985348877459|1347529541547
30786325643752|32985348845077|1347529612918
19791209313520|32985348842883|1347529615989
6597069813838|32985348896975|1347529661994
15393162798806|32985348887133|1347529680847
2199023300926|32985348835455|1347529690910
30786325594958|32985348851413|1347529712666
4281|32985348900127|1347529753136
6597069833514|32985348859554|1347529766071
26388279113106|32985348848734|1347529766194
4398046546219|32985348903703|1347529831588
28587302389622|32985348855440|1347529841845
38953|32985348900723|1347529859153
6597069829584|32985348871822|1347529894652
8796093034899|32985348891645|1347529909201
24189255833683|35184372145268|1347529923641
17592186048261|35184372102147|1347529926041
7521|32985348860267|1347529956471
24189255870328|32985348884062|1347530067535
6597069835600|32985348849981|1347530071975
30786325585514|32985348857898|1347530098780
32985348863247|32985348863898|1347530105136
30786325579648|32985348877459|1347530114746
15393162800281|32985348851413|1347530175871
21990232593909|32985348897640|1347530196574
2199023283149|32985348851030|1347530232307
15393162846099|32985348876493|1347530273453
2199023259874|32985348895966|1347530370097
32985348850585|32985348853678|1347530372073
21990232585456|32985348834605|1347530388402
30048|32985348837971|1347530388835
15393162813639|32985348901776|1347530412416
6597069784706|32985348892663|1347530420530
13194139535632|32985348884826|1347530440000
32985348871312|32985348880988|1347530461178
32985348889015|32985348904798|1347530485743
13194139583773|32985348877954|1347530487825
25340|32985348848034|1347530498143
33319|32985348872400|1347530505171
19791209326507|35184372125711|1347530523547
28587302353776|32985348839821|1347530528001
26388279138163|35184372128027|1347530546622
2199023306375|32985348846767|1347530551489
6597069791734|35184372142289|1347530563353
17592186079519|32985348857972|1347530595014
32985348839854|32985348867163|1347530596279
6597069821854|35184372153508|1347530602763
21990232602109|32985348846584|1347530642431
24189255819138|32985348850189|1347530649033
15393162839554|32985348885168|1347530651936
32985348855497|32985348903701|1347530655960
10995116288378|32985348895669|1347530747899
28587302328584|32985348883335|1347530777517
17592186087798|32985348880996|1347530779879
32985348888103|32985348888442|1347530806239
32985348859805|32985348867163|1347530818695
19791209304470|32985348865301|1347530836286
17592186086748|35184372137933|1347530867972
26388279072314|32985348895966|1347530918930
24189255865212|32985348863854|1347530920341
8796093026337|32985348853440|1347530932889
15393162826172|35184372153222|1347530949776
24189255844262|32985348871084|1347530995678
61171|32985348855440|1347530998555
28587302325083|32985348846428|1347531056619
30786325614211|32985348834823|1347531162046
8796093025074|35184372117079|1347531181219
26388279080027|32985348865240|1347531204456
10995116348613|32985348842368|1347531232369
4398046520326|32985348888103|1347531261525
28587302385396|32985348867163|1347531275199
10995116333051|32985348887228|1347531318164
30786325626892|32985348863204|1347531336798
8796093040855|32985348848249|1347531345254
