2199025986581||1347529303996|61.16.220.210|Chrome|tk|About Abbas I of Persia, w Shah Mohammed in a coup and placed the 16-year-old Abbas on the th|93|8796093029267|549755863266|0|3
2199025368405|photo2199025368405.jpg|1347529315194|62.17.2.237|Firefox|||0|6597069776618|2199023287110|37|
2199025368406|photo2199025368406.jpg|1347529316194|62.17.2.237|Firefox|||0|6597069776618|2199023287110|37|
2199025368407|photo2199025368407.jpg|1347529317194|62.17.2.237|Firefox|||0|6597069776618|2199023287110|37|
2199029724705|photo2199029724705.jpg|1347529318097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199025368408|photo2199025368408.jpg|1347529318194|91.228.192.14|Firefox|||0|6597069776618|2199023287110|82|
2199029724706|photo2199029724706.jpg|1347529319097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199025368409|photo2199025368409.jpg|1347529319194|62.17.2.237|Firefox|||0|6597069776618|2199023287110|37|
2199029724707|photo2199029724707.jpg|1347529320097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199025368410|photo2199025368410.jpg|1347529320194|62.17.2.237|Firefox|||0|6597069776618|2199023287110|37|
2199029724708|photo2199029724708.jpg|1347529321097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199025368411|photo2199025368411.jpg|1347529321194|62.17.2.237|Firefox|||0|6597069776618|2199023287110|37|
2199029724709|photo2199029724709.jpg|1347529322097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199025368412|photo2199025368412.jpg|1347529322194|62.17.2.237|Firefox|||0|6597069776618|2199023287110|37|
2199029724710|photo2199029724710.jpg|1347529323097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199025368413|photo2199025368413.jpg|1347529323194|62.17.2.237|Firefox|||0|6597069776618|2199023287110|37|
2199029724711|photo2199029724711.jpg|1347529324097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199029724712|photo2199029724712.jpg|1347529325097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199029724713|photo2199029724713.jpg|1347529326097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199029724714|photo2199029724714.jpg|1347529327097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199029724715|photo2199029724715.jpg|1347529328097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199029724716|photo2199029724716.jpg|1347529329097|27.96.75.0|Chrome|||0|19791209308983|2199023352424|52|
2199024483103||1347529510631|14.113.148.62|Internet Explorer|tk|About Galina Voskoboeva, ofessional Russian-born Kazakhstani tennis player. She reached her care|96|24189255813712|1511829541997|1|1721
2199023698525||1347529658722|46.51.110.161|Internet Explorer|tk|About Pliny the Elder,  the shore. His companions attributed his collapse and death to toxic fumes; but they were unaffe|120|21990232560559|1374389547145|95|1172
2199023655347|photo2199023655347.jpg|1347529831385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655348|photo2199023655348.jpg|1347529832385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655349|photo2199023655349.jpg|1347529833385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655350|photo2199023655350.jpg|1347529834385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655351|photo2199023655351.jpg|1347529835385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655352|photo2199023655352.jpg|1347529836385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655353|photo2199023655353.jpg|1347529837385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655354|photo2199023655354.jpg|1347529838385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655355|photo2199023655355.jpg|1347529839385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655356|photo2199023655356.jpg|1347529840385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655357|photo2199023655357.jpg|1347529841385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655358|photo2199023655358.jpg|1347529842385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655359|photo2199023655359.jpg|1347529843385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199023655360|photo2199023655360.jpg|1347529844385|143.108.114.95|Firefox|||0|26388279073428|2199023266729|49|
2199027469232|photo2199027469232.jpg|1347529919429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469233|photo2199027469233.jpg|1347529920429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469234|photo2199027469234.jpg|1347529921429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469235|photo2199027469235.jpg|1347529922429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469236|photo2199027469236.jpg|1347529923429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469237|photo2199027469237.jpg|1347529924429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469238|photo2199027469238.jpg|1347529925429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469239|photo2199027469239.jpg|1347529926429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469240|photo2199027469240.jpg|1347529927429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
