2199024038763|1347528969834|213.55.65.79|Firefox|About Arnold Schoenberg, ist movement in German poetry and art, andAbout Ecce Cor M|83|8796093030860|76|2199024038761|-1|146;11287
2199027971511|1347529054574|148.223.156.247|Internet Explorer|About All the Lovers, iews, with critics complimenting its aesthetic and imagery. All thAbout Still the Same... Great Rock Classic|130|2199023263628|53|-1|2199027971509|10126;14741
2199023630418|1347529075606|148.216.246.64|Firefox|About Barbados, 4 kilometres (21 mi) in length and up tAbout Thick as a Brick|77|13194139543993|53|-1|2199023630405|9032;11354
2199026251583|1347529081538|31.29.227.12|Firefox|great|5|21990232560578|56|-1|2199026251581|
2199023398807|1347529081866|1.1.50.193|Chrome|no|2|13194139538575|1|2199023398806|-1|
2199023265287|1347529093015|203.33.189.248|Chrome|About Eric Clapton, pton formed Cream, a power trio with drummer About David Gilmour, ity|89|8723|67|-1|2199023265282|1997;5189
2199028070183|1347529104064|169.158.184.178|Firefox|About Jorge Luis Borges, 955 he was appointedAbout Morrissey, dent has state|76|2199023260779|71|-1|2199028070180|8;2069;2081;7915
2199025762914|1347529109270|27.109.112.36|Firefox|thanks|6|28587302327134|67|-1|2199025762913|
2199024437513|1347529124554|1.1.50.193|Chrome|ok|2|13194139538575|1|-1|2199024437510|
2199027733711|1347529126758|202.165.233.33|Chrome|thx|3|13194139538191|54|2199027733710|-1|
2199029688186|1347529133725|170.169.103.42|Firefox|right|5|26388279068721|53|2199029688181|-1|
2199023265279|1347529145383|27.121.72.177|Firefox|no|2|24189255820147|1|2199023265277|-1|
2199024573549|1347529147658|109.200.177.178|Chrome|fine|4|32985348840140|109|-1|2199024573537|
2199028351416|1347529179352|193.17.215.19|Firefox|About Emmylou Harris, gles over the couAbout Joseph McCarthy, rved as a RepubliAbo|82|28587302330174|68|-1|2199028351415|2917;5142;6197;6440;11496
2199024573545|1347529224716|41.178.237.54|Chrome|cool|4|2199023265887|74|-1|2199024573537|
2199028382957|1347529321034|27.121.74.89|Firefox|thanks|6|26388279076950|1|2199028382954|-1|
2199024213901|1347529349043|31.214.192.251|Chrome|About Break the Cycle, l of which did reasonably well. There were videos made fo|80|19791209310673|50|2199024213897|-1|5451
2199025974036|1347529354647|41.214.181.193|Internet Explorer|About Augustine of Hippo, , Augustine establiAbout Nikolai Rimsky-Korsakov, 1844, – 21 June  |93|17592186044731|87|-1|2199025974033|6;1683;2031;2072;14469
2199024213905|1347529360504|190.38.190.87|Internet Explorer|great|5|19791209304685|108|-1|2199024213901|
2199023554209|1347529381126|14.1.1.150|Firefox|right|5|13194139544238|1|2199023554207|-1|
2199023411117|1347529393056|200.0.27.84|Firefox|About Marie Antoinette,  throne upon the death of Louis XV in May 1774. After sAbout German Confederation, or|109|1274|71|2199023411105|-1|7564;11720
2199023727524|1347529442572|189.203.129.12|Chrome|About Adolf Hitler, to need and circumstance, although there werAbout The Way We Walk, |87|15393162794667|53|2199023727521|-1|138;7251
2199023727527|1347529455907|189.208.130.91|Firefox|right|5|30786325579720|53|-1|2199023727524|
2199024483106|1347529529672|31.131.92.207|Chrome|I see|5|26388279076608|56|2199024483103|-1|
2199024073403|1347529548897|59.13.87.189|Firefox|fine|4|10995116288188|98|2199024073391|-1|
2199025358762|1347529568951|46.183.225.40|Chrome|About Franz Schubert,  the decaAbout William III of England,  heraldedAbout Leo|79|28587302325670|77|-1|2199025358756|143;1450;3080;5440;6410;10277;10315;14034;15000
2199023838148|1347529592465|203.81.64.12|Chrome|I see|5|26388279068206|65|2199023838144|-1|
2199025630699|1347529593959|41.79.10.104|Internet Explorer|no|2|4398046521187|83|-1|2199025630687|
2199023411118|1347529634470|1.37.3.210|Internet Explorer|About German Confederation, right to rule German lands ended in favour oAbout Prince-B|86|13194139534279|55|-1|2199023411117|11720;12173
2199029730746|1347529652965|27.96.86.160|Firefox|About Franz Kafka,  1924) was an influenAbout Anton Chekhov, ique, later adopted|80|30786325586386|0|-1|2199029730744|470;1674;2982;3045
2199025358489|1347529744667|196.1.96.65|Firefox|thanks|6|15393162798952|96|2199025358488|-1|
2199026008076|1347529758506|41.211.114.141|Internet Explorer|cool|4|19791209306186|68|-1|2199026008072|
2199025358254|1347529765226|46.19.82.70|Chrome|thx|3|10995116288733|17|-1|2199025358253|
2199028094676|1347529775756|27.54.77.151|Firefox|LOL|3|4398046518467|1|2199028094671|-1|
2199023614813|1347529785206|61.16.220.210|Chrome|maybe|5|8796093029267|0|2199023614795|-1|
2199025461537|1347529787864|50.99.145.157|Opera|thx|3|21990232560967|66|-1|2199025461536|
2199028070185|1347529794703|103.10.56.255|Internet Explorer|roflol|6|19791209302403|51|-1|2199028070183|
2199023693676|1347529829339|186.43.46.221|Firefox|maybe|5|28587302326035|70|2199023693674|-1|
2199028094687|1347529838971|110.44.189.187|Chrome|duh|3|26388279067625|58|-1|2199028094678|
2199027695693|1347529854136|1.66.20.142|Firefox|I see|5|21990232558080|52|2199027695685|-1|
2199026107234|1347529876340|14.121.18.239|Firefox|LOL|3|30786325584466|1|2199026107227|-1|
2199027526858|1347529929519|196.1.94.79|Firefox|About Henry Kissinger,  he served as National Security Advisor and later concurr|80|24189255811227|96|2199027526856|-1|794
2199023276316|1347529934066|91.198.217.183|Chrome|thx|3|17592186048873|86|-1|2199023276308|
2199024580040|1347529955221|148.250.0.193|Chrome|About Igor Stravinsky, ote cells and claAbout Everytime, g she reincarnateAbout Ne|82|28587302331110|53|2199024580036|-1|1669;6692;9180;9872;11887
2199025412966|1347529960049|192.207.200.95|Chrome|right|5|15393162798777|49|2199025412965|-1|
2199029779414|1347529988137|87.198.13.166|Internet Explorer|About Jeff Beck,  of his contemporaries and bandmates. BeAbout 7800° Fahrenhei|78|19791209308140|37|-1|2199029779413|2080;6151
2199028220531|1347529995412|14.102.37.21|Firefox|I see|5|13194139540565|0|2199028220525|-1|
2199023693661|1347530044707|186.43.46.221|Firefox|thanks|6|28587302326035|70|-1|2199023693659|
2199024580042|1347530074023|190.77.85.106|Chrome|About Igor Stravinsky, ier output: rhythmic energy, the cAbout Hold It Against Me, , where it became her fourth chartAbout Unchained Melody, ry, by some estimates havi|167|4398046513186|108|-1|2199024580040|1669;5417;6175;9407;9872
2199025425503|1347530076227|31.47.218.32|Firefox|LOL|3|24189255819086|48|-1|2199025425500|
2199028388876|1347530232586|1.88.9.219|Internet Explorer|yes|3|26388279070400|1|-1|2199028388872|
2199025519065|1347530261921|27.116.33.16|Chrome|About Janis Joplin, ody, Kozmic Blues, Work Me, Lord, Move Over, Cry Baby, A Woman Left L|89|17592186054222|0|2199025519057|-1|3022
2199028244145|1347530295466|41.216.178.227|Firefox|duh|3|6793|68|-1|2199028244144|
2199024483107|1347530364519|1.189.253.54|Internet Explorer|fine|4|13194139536501|1|2199024483103|-1|
2199023614815|1347530435884|103.1.6.192|Firefox|About Italy, The country has a high public educatioAbout She Will Be Loved|74|15393162793919|0|-1|2199023614810|6411;8521
2199029564170|1347530480531|170.210.104.44|Firefox|About Camille Saint-Saëns, -Camille Saint-Saëns (9 OctobeAbout Kanye West, West first ros|89|17592186053773|61|-1|2199029564163|581;2812;5643
2199025373974|1347530491681|1.1.124.201|Internet Explorer|LOL|3|8796093026683|52|-1|2199025373968|
2199025375130|1347530494730|1.48.61.35|Firefox|About Michael Bublé, re than 30 million albums worlAbout Everyway That I Can, n is the wi|89|24189255818675|1|-1|2199025375126|298;4908;6269
2199029564171|1347530527811|190.9.77.21|Chrome|good|4|17592186047079|70|-1|2199029564165|
2199026276851|1347530551824|1.4.103.243|Firefox|About Johannes Brahms,  highly disciplined art for which JohaAbout The Wood|75|13194139538455|1|-1|2199026276850|6360;13493
2199023727522|1347530568732|31.150.48.104|Internet Explorer|great|5|5950|50|2199023727521|-1|
2199023588205|1347530576650|31.209.186.214|Firefox|no|2|13194139535287|50|2199023588203|-1|
2199023453333|1347530620497|27.118.62.156|Internet Explorer|great|5|4398046511941|0|2199023453331|-1|
2199023564316|1347530659261|27.113.253.185|Internet Explorer|About George Harrison, et Beatle, Harrison became over time an admirer of I|75|8796093029978|0|2199023564311|-1|6394
2199027684074|1347530659793|49.137.1.38|Firefox|About Edward III of England,  but also capable of unusual clemency. He was in many way|86|10995116279521|0|2199027684072|-1|2014
2199025463909|1347530667398|117.103.206.32|Firefox|I see|5|13194139542772|58|-1|2199025463898|
2199025519070|1347530698275|27.99.226.198|Internet Explorer|great|5|15393162797017|1|-1|2199025519068|
2199024275448|1347530743173|1.0.1.47|Firefox|About James Brown, nce. In a career that spanneAbout Switch It On, n, and his eighth single oveAbout Immanuel |110|13194139539868|1|2199024275447|-1|2822;8285;9058;12580
2199028337171|1347530746674|27.54.152.200|Firefox|About Augustine of Hippo,  430), also known as Augustine, St. AugustAbout C. S. Le|82|4398046520326|1|-1|2199028337169|6;2031
2199025358218|1347530751601|49.128.4.141|Firefox|I see|5|2199023256452|62|-1|2199025358215|
2199024275456|1347530753194|61.8.138.131|Chrome|About Serena Williams,  all four Grand Slam singles titles simultAbout Vespertine,|82|4398046513174|0|-1|2199024275448|2989;13456
2199027551589|1347530765165|190.199.15.186|Opera|ok|2|17592186054288|108|2199027551588|-1|
2199026276860|1347530772647|190.68.3.187|Firefox|duh|3|15393162790403|70|-1|2199026276851|
2199024287982|1347530823354|119.82.254.203|Firefox|no way!|7|4398046521530|67|2199024287978|-1|
2199023574022|1347530847483|59.185.151.184|Firefox|About Abbas I of Persia, k land from thAbout Irving Berlin, rican music—heAbou|78|4398046519725|0|2199023574021|-1|3;1673;2061;2847;2970;11369
2199023727529|1347530882881|200.0.65.173|Firefox|thanks|6|19791209306101|108|-1|2199023727524|
2199026345559|1347530902881|170.18.41.81|Internet Explorer|About Benny Goodman, y critic Bruce Eder as the single most important jazz or popular music concert in history: jazz+s +coming |127|15393162795673|69|2199026345557|-1|2887
