2061584357308|15393162789953|1347528968132
412316860656|28587302331944|1347528973755
1786706405445|28587302327232|1347528974411
2061584355273|26388279069265|1347528977903
1924145360893|4398046517852|1347528980122
2061584392353|26388279074032|1347528984429
2061584333381|24189255812896|1347528986573
824633817052|30786325586386|1347528994944
1511828583050|4398046520704|1347528995489
1099511682821|6597069776592|1347528995761
1786706414052|32985348839608|1347529016306
1924145434128|26388279071683|1347529021768
2199023256378|15393162796535|1347529022969
1786706408563|6597069766720|1347529087254
2061584395883|2199023263311|1347529099267
2061584334030|15393162795641|1347529103965
1924146404997|2199023262234|1347529125118
1236950681842|28587302328957|1347529128554
2061584375215|13194139538334|1347529148243
2061584382258|28587302324058|1347529169917
1924145364135|15393162788911|1347529180921
962072709997|21990232559206|1347529183331
2061584402837|4398046521830|1347529183507
1786706458054|8796093029365|1347529187530
412316870720|32985348835374|1347529201612
1786706409647|9116|1347529204197
2061584390333|32985348834375|1347529209330
1374389572795|19791209301883|1347529216088
1924145382753|8796093028220|1347529216216
1786706482432|10995116286316|1347529216286
1924145370375|21990232556585|1347529233190
1649267487311|28587302328202|1347529255848
962072749348|32985348838665|1347529258288
2061584364757|26388279077604|1347529294753
274877975750|17592186047602|1347529300263
1924145425899|7480|1347529318839
1099511656266|4398046512826|1347529333775
1511829543991|8564|1347529344553
1924146397529|24189255815418|1347529347246
962072681751|32985348838794|1347529359616
549755822475|32985348836143|1347529385060
1924145361713|24189255815935|1347529387838
1511829541569|26388279069097|1347529395689
2061584312047|21990232558208|1347529399109
1374389570680|32985348841200|1347529399109
1511828488955|19791209302403|1347529444503
2061584344669|8796093028172|1347529453882
2061584318846|17592186045382|1347529470130
2061584324535|21990232555987|1347529497447
2061584361224|13194139540010|1347529522412
2061584373718|21990232562537|1347529524839
1374389540181|17592186053137|1347529543163
2061584321952|17592186051728|1347529545108
962072744073|30786325584772|1347529551007
2199023332894|26388279068275|1347529554003
1649267534917|21990232559975|1347529555784
2061584356339|32985348839274|1347529562798
1511828494686|4398046516309|1347529572528
2061584313801|32985348835088|1347529593293
1236950648121|2199023262543|1347529601437
2199023315342|8796093030376|1347529616878
549755837897|35184372088899|1347529616878
1236950656150|30786325588658|1347529625663
824633722358|8796093026744|1347529633687
1786706445024|2199023263066|1347529645442
1511828560236|26388279077042|1347529650637
2061584347088|4398046518993|1347529653331
1786706401409|21990232562611|1347529654599
1924145412365|10995116286227|1347529657688
1099511725095|26388279076807|1347529659118
1099512676407|30786325581208|1347529671865
1649268493868|4398046521530|1347529674751
549755876134|17592186050859|1347529701882
1786706446103|6597069775498|1347529706179
2061584361856|21990232564009|1347529710481
1374390585077|32985348839704|1347529710481
1786706427089|32985348843110|1347529716069
1374389580775|10995116281656|1347529718992
1374389538797|8796093029276|1347529724235
1924145405653|13194139533535|1347529746379
962072741751|17592186046110|1347529766955
2061584342252|6597069769419|1347529780371
1236950636677|28587302332407|1347529809613
1099511726133|30786325581203|1347529817978
1099511658561|32985348834937|1347529824072
2061584399455|28587302330435|1347529829514
1374390592186|30786325587981|1347529837199
1236950663543|21990232563359|1347529852535
824633725019|32985348838332|1347529855832
2061584304246|13194139539868|1347529855832
1236950645881|26388279068485|1347529887171
1374389560276|26388279075608|1347529887962
2061584373289|4398046514136|1347529889904
1099511672029|28587302330070|1347529891652
1511828555042|26388279067534|1347529892040
1374389555991|8564|1347529921533
1511828520065|32985348838034|1347529922547
1236950678562|26388279071581|1347529922852
2061584305424|19791209307834|1347529940184
1374389568045|3705|1347529951974
1924145438554|24189255819211|1347529980271
